Episode 83 done, steps = 50222, actions = [0:0/639 | 1:267/639 | 2:0/639 | 3:362/639 | 4:10/639 | 5:0/639 | ], loss = 3.386939287185669, rewards = 105.0, consume time = 127.81446290016174s
Episode 84 done, steps = 50859, actions = [0:0/637 | 1:261/637 | 2:1/637 | 3:374/637 | 4:1/637 | 5:0/637 | ], loss = 4.183503150939941, rewards = 120.0, consume time = 129.40531206130981s
Episode 85 done, steps = 51495, actions = [0:0/636 | 1:259/636 | 2:0/636 | 3:372/636 | 4:5/636 | 5:0/636 | ], loss = 4.605141639709473, rewards = 120.0, consume time = 131.0078239440918s
Episode 86 done, steps = 52141, actions = [0:0/646 | 1:256/646 | 2:1/646 | 3:385/646 | 4:4/646 | 5:0/646 | ], loss = 4.172783374786377, rewards = 115.0, consume time = 132.66410779953003s
Episode 87 done, steps = 52850, actions = [0:0/709 | 1:359/709 | 2:0/709 | 3:343/709 | 4:7/709 | 5:0/709 | ], loss = 3.7466626167297363, rewards = 110.0, consume time = 134.46747088432312s
Episode 88 done, steps = 53388, actions = [0:0/538 | 1:247/538 | 2:0/538 | 3:284/538 | 4:7/538 | 5:0/538 | ], loss = 2.740368604660034, rewards = 75.0, consume time = 135.8281078338623s
Episode 89 done, steps = 54097, actions = [0:0/709 | 1:343/709 | 2:0/709 | 3:362/709 | 4:4/709 | 5:0/709 | ], loss = 3.569178342819214, rewards = 110.0, consume time = 137.64608597755432s
Episode 90 done, steps = 55136, actions = [0:0/1039 | 1:381/1039 | 2:0/1039 | 3:641/1039 | 4:17/1039 | 5:0/1039 | ], loss = 2.1442010402679443, rewards = 105.0, consume time = 140.16296792030334s
Episode 91 done, steps = 55768, actions = [0:0/632 | 1:242/632 | 2:0/632 | 3:386/632 | 4:4/632 | 5:0/632 | ], loss = 2.65531849861145, rewards = 110.0, consume time = 141.8434031009674s
Episode 92 done, steps = 56294, actions = [0:0/526 | 1:232/526 | 2:0/526 | 3:290/526 | 4:3/526 | 5:1/526 | ], loss = 1.5058062076568604, rewards = 50.0, consume time = 143.2098650932312s
Episode 93 done, steps = 57346, actions = [0:0/1052 | 1:348/1052 | 2:2/1052 | 3:694/1052 | 4:8/1052 | 5:0/1052 | ], loss = 3.1033637523651123, rewards = 120.0, consume time = 145.79520988464355s
Episode 94 done, steps = 57872, actions = [0:0/526 | 1:230/526 | 2:1/526 | 3:292/526 | 4:3/526 | 5:0/526 | ], loss = 1.806087613105774, rewards = 50.0, consume time = 147.1264898777008s
